route_id,stop_id,hour_of_night,wait_time_mins,delay_mins,crowd_level,lighting_quality,stop_incident_rate,incident_reports_count,actual_risk_score,risk_label
route_n7,stop_04,21,22.6,14.3,2,2,0.04,1,21,0
route_n12,stop_07,4,21.5,2.6,1,2,0.09,0,45,1
route_n7,stop_04,21,17.9,2.5,2,2,0.04,0,6,0
route_n1,stop_05,23,12.5,7.5,2,2,0.05,0,25,0
route_n12,stop_11,5,34.1,18.4,0,1,0.19,1,69,2
route_n7,stop_03,5,18.6,0.3,1,2,0.06,0,15,0
route_n9,stop_12,0,15.6,4.5,1,2,0.06,2,32,0
route_n12,stop_07,0,32.8,20.2,1,2,0.09,0,46,1
route_n12,stop_07,23,15.0,5.2,1,2,0.09,0,35,1
route_n4,stop_07,22,7.6,1.4,1,2,0.09,2,23,0
route_n9,stop_12,23,12.9,5.8,1,2,0.06,0,34,0
route_n1,stop_02,1,12.2,7.6,2,1,0.14,1,61,1
route_n7,stop_07,1,35.3,38.5,1,2,0.09,0,76,2
route_n4,stop_10,2,20.3,22.4,0,0,0.28,0,96,2
route_n7,stop_04,2,20.5,11.0,2,2,0.04,0,37,1
route_n1,stop_01,21,20.8,29.0,1,2,0.08,2,42,1
route_n1,stop_05,0,7.4,6.5,2,2,0.05,0,22,0
route_n12,stop_07,21,20.2,0.4,1,2,0.09,1,27,0
route_n1,stop_04,0,13.2,3.2,2,2,0.04,0,21,0
route_n7,stop_07,23,12.3,6.0,1,2,0.09,0,34,0
route_n9,stop_06,3,12.9,2.7,0,0,0.32,1,96,2
route_n9,stop_05,23,24.1,30.7,2,2,0.05,0,35,1
route_n12,stop_07,21,15.8,9.5,1,2,0.09,1,31,0
route_n7,stop_07,22,10.2,2.0,1,2,0.09,0,16,0
route_n7,stop_03,2,27.8,13.9,1,2,0.06,0,61,1
route_n1,stop_05,0,13.4,13.3,2,2,0.05,1,30,0
route_n7,stop_04,21,18.3,18.4,2,2,0.04,0,16,0
route_n4,stop_07,21,13.6,13.9,1,2,0.09,0,24,0
route_n1,stop_04,1,15.0,11.3,2,2,0.04,0,35,1
route_n4,stop_04,21,17.2,9.7,2,2,0.04,0,9,0
route_n12,stop_11,2,25.7,12.9,0,1,0.19,1,91,2
route_n9,stop_05,1,11.4,12.6,2,2,0.05,0,32,0
route_n12,stop_04,21,25.4,0.8,2,2,0.04,0,8,0
route_n9,stop_05,21,10.0,0.9,2,2,0.05,0,8,0
route_n12,stop_04,5,16.6,4.9,2,2,0.04,0,10,0
route_n7,stop_07,23,15.8,3.3,1,2,0.09,0,33,0
route_n4,stop_10,23,10.8,0.2,0,0,0.28,3,91,2
route_n9,stop_12,2,22.7,20.0,1,2,0.06,1,61,1
route_n1,stop_04,4,12.9,0.2,2,2,0.04,0,34,0
route_n4,stop_04,5,12.0,5.9,2,2,0.04,0,13,0
route_n1,stop_01,1,17.1,12.1,1,2,0.08,0,58,1
route_n4,stop_07,23,29.8,36.1,1,2,0.09,2,64,1
route_n4,stop_10,21,18.9,4.3,0,0,0.28,0,70,2
route_n12,stop_11,2,13.8,1.0,0,1,0.19,0,82,2
route_n9,stop_05,0,15.0,8.3,2,2,0.05,0,17,0
route_n9,stop_05,23,16.0,19.1,2,2,0.05,0,28,0
route_n4,stop_02,4,30.8,37.4,2,1,0.14,2,85,2
route_n7,stop_04,21,9.1,3.7,2,2,0.04,0,9,0
route_n7,stop_03,0,17.6,4.0,1,2,0.06,0,36,1
route_n1,stop_05,21,13.7,15.4,2,2,0.05,0,15,0
route_n1,stop_09,23,8.3,2.2,1,2,0.07,2,37,1
route_n12,stop_11,21,23.1,6.2,0,1,0.19,2,64,1
route_n4,stop_02,21,17.6,3.4,2,1,0.14,1,27,0
route_n1,stop_02,21,10.1,0.3,2,1,0.14,1,24,0
route_n1,stop_02,1,14.9,6.7,2,1,0.14,0,57,1
route_n4,stop_02,1,11.1,4.8,2,1,0.14,0,55,1
route_n12,stop_11,0,23.2,12.0,0,1,0.19,0,65,2
route_n1,stop_02,5,16.3,19.3,2,1,0.14,0,36,1
route_n12,stop_11,23,10.5,3.2,0,1,0.19,0,66,2
route_n9,stop_05,22,15.7,10.8,2,2,0.05,0,12,0
route_n12,stop_04,3,21.3,0.9,2,2,0.04,0,45,1
route_n7,stop_04,22,18.4,5.0,2,2,0.04,0,7,0
route_n7,stop_04,5,18.7,0.5,2,2,0.04,1,9,0
route_n12,stop_11,21,26.4,17.7,0,1,0.19,0,61,1
route_n7,stop_07,5,12.3,9.5,1,2,0.09,0,24,0
route_n9,stop_09,21,9.5,7.0,1,2,0.07,1,24,0
route_n4,stop_04,3,24.0,27.1,2,2,0.04,0,46,1
route_n7,stop_08,0,15.9,10.8,0,1,0.22,3,79,2
route_n7,stop_04,5,17.7,22.6,2,2,0.04,1,21,0
route_n12,stop_11,21,20.0,8.1,0,1,0.19,1,64,1
route_n9,stop_12,0,22.1,26.9,1,2,0.06,0,55,1
route_n4,stop_07,5,11.8,4.7,1,2,0.09,1,30,0
route_n12,stop_11,0,22.5,1.3,0,1,0.19,1,66,2
route_n12,stop_04,0,23.7,7.8,2,2,0.04,0,22,0
route_n9,stop_12,1,9.8,2.1,1,2,0.06,1,50,1
route_n4,stop_04,23,18.8,9.3,2,2,0.04,0,30,0
route_n9,stop_09,0,15.2,6.9,1,2,0.07,0,35,1
route_n4,stop_04,0,17.7,10.1,2,2,0.04,0,20,0
route_n9,stop_06,4,11.4,0.1,0,0,0.32,1,96,2
route_n12,stop_04,21,9.8,1.4,2,2,0.04,0,8,0
route_n12,stop_04,22,23.3,4.4,2,2,0.04,2,19,0
route_n1,stop_09,5,15.7,19.5,1,2,0.07,1,32,0
route_n7,stop_04,3,24.6,7.5,2,2,0.04,0,43,1
route_n9,stop_06,23,16.5,5.7,0,0,0.32,0,78,2
route_n1,stop_01,0,15.0,13.0,1,2,0.08,2,46,1
route_n7,stop_03,22,13.7,6.0,1,2,0.06,0,24,0
route_n9,stop_06,22,8.5,2.3,0,0,0.32,1,70,2
route_n4,stop_07,23,12.3,5.5,1,2,0.09,0,32,0
route_n7,stop_07,23,15.7,2.6,1,2,0.09,0,28,0
route_n12,stop_04,0,28.4,35.2,2,2,0.04,0,46,1
route_n1,stop_05,21,9.5,0.9,2,2,0.05,0,5,0
route_n7,stop_03,5,11.2,3.0,1,2,0.06,1,23,0
route_n7,stop_07,5,22.2,0.2,1,2,0.09,0,24,0
route_n12,stop_07,1,12.5,3.9,1,2,0.09,2,62,1
route_n9,stop_12,0,21.8,15.8,1,2,0.06,0,41,1
route_n4,stop_04,23,17.9,2.3,2,2,0.04,1,22,0
route_n12,stop_04,2,19.0,1.3,2,2,0.04,0,37,1
route_n4,stop_10,1,18.7,10.0,0,0,0.28,4,96,2
route_n9,stop_05,22,10.1,0.1,2,2,0.05,0,5,0
route_n7,stop_08,4,17.2,0.6,0,1,0.22,2,85,2
route_n4,stop_07,2,20.4,25.7,1,2,0.09,0,58,1
route_n1,stop_01,4,11.1,9.6,1,2,0.08,0,48,1
route_n1,stop_01,1,25.1,38.5,1,2,0.08,0,74,2
route_n12,stop_11,0,26.0,20.0,0,1,0.19,3,86,2
route_n9,stop_09,23,16.5,12.0,1,2,0.07,2,43,1
route_n12,stop_11,4,14.3,0.3,0,1,0.19,1,80,2
route_n12,stop_04,3,25.1,23.8,2,2,0.04,1,53,1
route_n12,stop_11,21,15.4,12.1,0,1,0.19,2,63,1
route_n1,stop_05,21,9.1,10.4,2,2,0.05,0,9,0
route_n1,stop_02,23,9.7,7.4,2,1,0.14,0,44,1
route_n12,stop_07,2,12.0,4.1,1,2,0.09,2,62,1
route_n1,stop_09,5,10.3,12.1,1,2,0.07,0,18,0
route_n9,stop_12,22,17.5,8.4,1,2,0.06,2,32,0
route_n12,stop_07,0,26.1,41.1,1,2,0.09,0,54,1
route_n1,stop_04,23,11.2,1.8,2,2,0.04,0,17,0
route_n4,stop_04,5,10.0,1.7,2,2,0.04,0,6,0
route_n12,stop_07,3,26.2,3.7,1,2,0.09,1,56,1
route_n12,stop_07,2,27.5,24.5,1,2,0.09,1,69,2
route_n9,stop_06,23,9.6,2.2,0,0,0.32,4,96,2
route_n7,stop_07,23,15.5,0.7,1,2,0.09,0,34,0
route_n7,stop_07,22,30.2,42.5,1,2,0.09,1,47,1
route_n9,stop_12,21,11.6,0.2,1,2,0.06,0,16,0
route_n9,stop_05,3,17.9,28.1,2,2,0.05,0,45,1
route_n9,stop_05,2,19.0,7.1,2,2,0.05,0,37,1
route_n7,stop_08,5,18.7,12.0,0,1,0.22,0,66,2
route_n9,stop_06,5,11.3,5.3,0,0,0.32,1,73,2
route_n1,stop_05,0,20.5,24.1,2,2,0.05,0,29,0
route_n12,stop_04,2,31.8,40.7,2,2,0.04,0,61,1
route_n12,stop_07,4,24.0,0.1,1,2,0.09,0,51,1
route_n4,stop_07,3,11.9,1.2,1,2,0.09,0,48,1
route_n4,stop_02,22,15.4,1.9,2,1,0.14,1,34,0
route_n12,stop_07,23,15.5,11.5,1,2,0.09,0,41,1
route_n1,stop_04,21,17.8,14.2,2,2,0.04,0,12,0
route_n7,stop_04,5,20.1,4.0,2,2,0.04,0,7,0
route_n7,stop_04,0,14.6,9.7,2,2,0.04,0,22,0
route_n1,stop_09,22,6.4,1.4,1,2,0.07,0,21,0
route_n7,stop_07,1,22.4,25.5,1,2,0.09,2,70,2
route_n9,stop_09,0,30.2,35.6,1,2,0.07,0,48,1
route_n12,stop_11,23,14.9,3.3,0,1,0.19,2,72,2
route_n12,stop_07,21,19.0,4.4,1,2,0.09,1,21,0
route_n1,stop_09,1,5.3,1.4,1,2,0.07,1,57,1
route_n7,stop_03,0,16.9,8.5,1,2,0.06,0,33,0
route_n4,stop_07,2,17.2,10.9,1,2,0.09,0,54,1
route_n4,stop_10,0,18.1,1.6,0,0,0.28,2,91,2
route_n7,stop_03,3,18.9,9.1,1,2,0.06,5,69,2
route_n4,stop_04,0,17.5,4.2,2,2,0.04,1,24,0
route_n1,stop_01,0,12.5,7.7,1,2,0.08,0,37,1
route_n1,stop_05,3,10.3,13.7,2,2,0.05,0,46,1
route_n7,stop_07,23,12.3,0.1,1,2,0.09,1,38,1
route_n4,stop_07,21,16.6,9.3,1,2,0.09,1,34,0
route_n1,stop_04,21,16.3,8.1,2,2,0.04,0,6,0
route_n1,stop_01,1,15.1,7.1,1,2,0.08,0,53,1
route_n9,stop_06,0,8.1,0.6,0,0,0.32,2,89,2
route_n9,stop_06,1,16.5,21.9,0,0,0.32,0,96,2
route_n1,stop_02,22,14.4,20.2,2,1,0.14,0,39,1
route_n7,stop_03,21,22.1,1.8,1,2,0.06,0,20,0
route_n12,stop_07,21,25.3,2.5,1,2,0.09,0,22,0
route_n12,stop_04,23,23.8,2.1,2,2,0.04,1,27,0
route_n1,stop_09,0,11.6,8.9,1,2,0.07,0,29,0
route_n1,stop_02,23,9.7,1.7,2,1,0.14,1,39,1
route_n1,stop_04,23,10.5,4.6,2,2,0.04,0,19,0
route_n7,stop_03,4,14.4,7.8,1,2,0.06,0,48,1
route_n9,stop_09,23,14.3,8.5,1,2,0.07,2,47,1
route_n1,stop_09,0,6.8,5.1,1,2,0.07,0,29,0
route_n1,stop_02,2,9.1,8.5,2,1,0.14,0,55,1
route_n4,stop_02,23,20.1,8.6,2,1,0.14,1,47,1
route_n7,stop_07,0,18.8,0.1,1,2,0.09,1,42,1
route_n1,stop_01,3,8.8,1.3,1,2,0.08,0,47,1
route_n4,stop_07,4,17.8,13.9,1,2,0.09,1,63,1
route_n12,stop_11,22,15.9,0.5,0,1,0.19,3,64,1
route_n1,stop_04,4,14.4,8.0,2,2,0.04,2,46,1
route_n1,stop_02,0,22.1,26.3,2,1,0.14,0,49,1
route_n4,stop_10,22,16.0,2.1,0,0,0.28,1,68,2
route_n7,stop_03,23,20.3,4.8,1,2,0.06,0,35,1
route_n1,stop_02,5,8.5,5.5,2,1,0.14,1,27,0
route_n12,stop_11,0,24.0,22.2,0,1,0.19,0,80,2
route_n1,stop_01,23,20.6,29.6,1,2,0.08,1,55,1
route_n12,stop_04,0,20.6,14.0,2,2,0.04,0,26,0
route_n9,stop_06,22,13.8,0.6,0,0,0.32,2,73,2
route_n9,stop_05,21,11.8,7.2,2,2,0.05,1,14,0
route_n12,stop_07,21,12.8,3.4,1,2,0.09,1,21,0
route_n7,stop_03,21,15.1,4.1,1,2,0.06,0,18,0
route_n1,stop_02,22,13.4,0.3,2,1,0.14,0,20,0
route_n1,stop_02,21,7.1,1.4,2,1,0.14,0,22,0
route_n9,stop_05,1,21.8,24.4,2,2,0.05,0,53,1
route_n12,stop_07,22,18.4,3.9,1,2,0.09,0,23,0
route_n1,stop_05,23,6.6,3.7,2,2,0.05,0,17,0
route_n1,stop_09,3,11.9,7.6,1,2,0.07,0,46,1
route_n7,stop_04,23,26.0,20.0,2,2,0.04,0,33,0
route_n4,stop_10,1,20.8,21.6,0,0,0.28,0,96,2
route_n9,stop_06,22,15.7,2.1,0,0,0.32,2,79,2
route_n9,stop_06,22,8.8,0.8,0,0,0.32,2,75,2
route_n4,stop_04,21,7.8,1.9,2,2,0.04,1,11,0
route_n1,stop_04,22,19.5,16.5,2,2,0.04,1,18,0
route_n7,stop_03,22,15.5,5.7,1,2,0.06,1,25,0
route_n7,stop_03,22,18.1,5.0,1,2,0.06,0,24,0
route_n9,stop_05,21,16.3,5.9,2,2,0.05,0,17,0
route_n7,stop_03,21,13.6,3.0,1,2,0.06,0,23,0
route_n4,stop_10,23,21.4,17.1,0,0,0.28,3,96,2
route_n1,stop_05,22,7.6,4.8,2,2,0.05,1,10,0
route_n4,stop_10,23,10.0,1.3,0,0,0.28,5,96,2
route_n12,stop_04,0,12.2,1.4,2,2,0.04,0,15,0
route_n9,stop_12,1,19.0,12.0,1,2,0.06,0,53,1
route_n7,stop_03,21,18.0,17.9,1,2,0.06,1,29,0
route_n12,stop_07,2,24.2,5.8,1,2,0.09,0,56,1
route_n7,stop_03,0,30.1,21.2,1,2,0.06,0,42,1
route_n1,stop_05,21,13.0,9.4,2,2,0.05,0,15,0
route_n1,stop_01,3,11.1,4.4,1,2,0.08,2,59,1
route_n1,stop_04,4,8.7,0.2,2,2,0.04,0,33,0
route_n7,stop_04,21,12.7,0.7,2,2,0.04,0,5,0
route_n12,stop_07,22,21.0,8.5,1,2,0.09,0,24,0
route_n1,stop_02,2,11.3,3.5,2,1,0.14,1,58,1
route_n12,stop_11,1,29.6,7.2,0,1,0.19,1,94,2
route_n7,stop_08,22,23.4,4.5,0,1,0.22,3,64,1
route_n12,stop_07,22,27.9,8.4,1,2,0.09,0,22,0
route_n7,stop_03,23,21.3,1.2,1,2,0.06,1,39,1
route_n7,stop_07,0,16.7,5.4,1,2,0.09,0,37,1
route_n9,stop_09,0,15.3,6.9,1,2,0.07,0,31,0
route_n7,stop_07,23,24.2,8.1,1,2,0.09,0,37,1
route_n7,stop_03,23,20.5,17.7,1,2,0.06,1,42,1
route_n4,stop_10,1,18.7,2.9,0,0,0.28,1,96,2
route_n1,stop_02,21,12.5,10.7,2,1,0.14,0,28,0
route_n9,stop_06,22,15.0,7.7,0,0,0.32,2,80,2
route_n9,stop_09,1,18.1,12.7,1,2,0.07,0,53,1
route_n9,stop_05,3,23.2,18.8,2,2,0.05,0,44,1
route_n4,stop_02,0,11.1,5.5,2,1,0.14,2,45,1
route_n7,stop_07,0,19.3,1.5,1,2,0.09,0,35,1
route_n1,stop_04,21,12.0,7.1,2,2,0.04,1,11,0
route_n12,stop_04,23,16.9,7.7,2,2,0.04,0,27,0
route_n7,stop_04,0,23.4,10.6,2,2,0.04,0,28,0
route_n4,stop_02,22,13.7,2.7,2,1,0.14,3,30,0
route_n7,stop_07,22,23.6,15.4,1,2,0.09,1,35,1
route_n7,stop_08,23,16.0,9.2,0,1,0.22,3,82,2
route_n4,stop_10,21,12.0,0.6,0,0,0.28,2,73,2
route_n9,stop_05,23,14.5,6.2,2,2,0.05,1,20,0
route_n9,stop_12,22,13.5,9.2,1,2,0.06,1,26,0
route_n1,stop_01,23,12.8,16.4,1,2,0.08,0,40,1
route_n1,stop_01,21,14.9,4.4,1,2,0.08,0,18,0
route_n9,stop_12,3,25.0,35.1,1,2,0.06,1,66,2
route_n12,stop_04,0,23.5,3.2,2,2,0.04,0,22,0
route_n7,stop_07,1,16.9,8.2,1,2,0.09,0,53,1
route_n12,stop_07,2,29.7,35.7,1,2,0.09,0,69,2
route_n7,stop_08,0,23.0,23.6,0,1,0.22,0,78,2
route_n9,stop_06,21,12.8,7.5,0,0,0.32,2,77,2
route_n1,stop_05,0,17.6,20.4,2,2,0.05,0,29,0
route_n1,stop_01,0,9.8,1.0,1,2,0.08,0,33,0
route_n12,stop_04,1,30.4,31.2,2,2,0.04,0,53,1
route_n1,stop_01,23,7.3,4.0,1,2,0.08,0,26,0
route_n9,stop_06,21,11.3,1.3,0,0,0.32,0,68,2
route_n12,stop_07,22,12.8,1.8,1,2,0.09,1,20,0
route_n7,stop_08,23,11.6,5.6,0,1,0.22,0,67,2
route_n1,stop_02,1,14.7,4.5,2,1,0.14,0,56,1
route_n4,stop_07,0,14.9,4.0,1,2,0.09,2,36,1
route_n1,stop_09,23,11.0,1.5,1,2,0.07,0,34,0
route_n7,stop_07,5,14.4,2.3,1,2,0.09,0,17,0
route_n12,stop_07,0,28.9,8.8,1,2,0.09,2,53,1
route_n7,stop_03,22,18.6,3.8,1,2,0.06,1,25,0
route_n4,stop_02,21,16.4,2.8,2,1,0.14,0,21,0
route_n9,stop_12,22,12.9,8.9,1,2,0.06,0,19,0
route_n1,stop_02,22,19.0,14.6,2,1,0.14,0,34,0
route_n12,stop_04,22,27.4,9.2,2,2,0.04,0,12,0
route_n9,stop_06,22,15.7,2.6,0,0,0.32,4,85,2
route_n7,stop_04,22,13.6,8.9,2,2,0.04,0,15,0
route_n12,stop_07,22,14.3,1.1,1,2,0.09,2,25,0
route_n9,stop_12,3,9.4,2.2,1,2,0.06,0,47,1
route_n12,stop_04,21,15.0,2.8,2,2,0.04,0,12,0
route_n4,stop_02,0,23.1,17.1,2,1,0.14,2,56,1
route_n4,stop_04,23,7.5,2.9,2,2,0.04,1,16,0
route_n1,stop_01,5,5.3,0.4,1,2,0.08,2,26,0
route_n1,stop_01,21,7.3,0.9,1,2,0.08,0,14,0
route_n4,stop_04,23,16.6,20.4,2,2,0.04,0,34,0
route_n12,stop_04,5,15.8,6.5,2,2,0.04,0,6,0
route_n4,stop_02,3,17.4,4.6,2,1,0.14,0,66,2
route_n1,stop_05,2,14.6,12.6,2,2,0.05,0,46,1
route_n4,stop_04,22,8.0,4.9,2,2,0.04,0,5,0
route_n4,stop_07,22,13.9,6.9,1,2,0.09,1,27,0
route_n12,stop_11,1,18.0,4.1,0,1,0.19,0,85,2
route_n9,stop_09,4,11.8,13.0,1,2,0.07,1,60,1
route_n1,stop_05,0,12.1,3.8,2,2,0.05,1,25,0
route_n12,stop_04,0,26.6,12.3,2,2,0.04,0,32,0
route_n4,stop_02,22,14.7,0.1,2,1,0.14,1,27,0
route_n4,stop_07,2,17.7,7.3,1,2,0.09,0,52,1
route_n9,stop_09,22,6.5,2.8,1,2,0.07,0,17,0
route_n1,stop_05,23,16.4,8.2,2,2,0.05,0,26,0
route_n1,stop_09,23,12.1,0.8,1,2,0.07,0,33,0
route_n7,stop_03,0,27.5,16.2,1,2,0.06,0,44,1
route_n1,stop_04,22,5.3,1.6,2,2,0.04,0,7,0
route_n9,stop_05,21,18.4,7.3,2,2,0.05,0,5,0
route_n7,stop_08,0,26.4,16.9,0,1,0.22,2,84,2
route_n7,stop_04,22,22.2,5.4,2,2,0.04,0,11,0
route_n4,stop_02,0,12.7,14.0,2,1,0.14,0,49,1
route_n4,stop_04,22,17.7,7.0,2,2,0.04,0,5,0
route_n1,stop_02,0,15.0,4.6,2,1,0.14,0,45,1
route_n7,stop_04,0,24.6,17.2,2,2,0.04,0,30,0
route_n4,stop_10,21,13.8,2.3,0,0,0.28,2,78,2
route_n9,stop_06,23,19.1,8.8,0,0,0.32,3,96,2
route_n4,stop_04,21,14.9,8.9,2,2,0.04,0,12,0
route_n4,stop_10,21,14.4,3.1,0,0,0.28,1,75,2
route_n7,stop_07,5,15.6,2.3,1,2,0.09,1,25,0
route_n7,stop_03,23,24.1,6.4,1,2,0.06,1,39,1
route_n12,stop_07,2,21.0,26.6,1,2,0.09,1,67,2
route_n9,stop_06,22,17.7,17.3,0,0,0.32,2,84,2
route_n7,stop_04,1,22.7,12.3,2,2,0.04,0,43,1
route_n1,stop_04,2,18.4,16.9,2,2,0.04,1,39,1
route_n9,stop_06,0,21.4,24.3,0,0,0.32,1,96,2
route_n9,stop_12,23,15.7,1.1,1,2,0.06,1,35,1
route_n7,stop_07,23,22.7,2.7,1,2,0.09,1,38,1
route_n9,stop_12,23,11.2,12.8,1,2,0.06,0,38,1
route_n7,stop_07,4,18.1,11.3,1,2,0.09,1,54,1
route_n4,stop_10,2,18.4,30.3,0,0,0.28,2,96,2
route_n12,stop_11,5,16.3,3.5,0,1,0.19,2,59,1
route_n4,stop_07,21,12.7,0.6,1,2,0.09,0,19,0
route_n7,stop_03,1,24.8,9.0,1,2,0.06,0,51,1
route_n7,stop_07,4,20.9,1.7,1,2,0.09,0,51,1
route_n4,stop_07,22,8.4,2.2,1,2,0.09,1,28,0
route_n1,stop_02,21,9.2,9.6,2,1,0.14,1,35,1
route_n1,stop_04,1,10.3,1.2,2,2,0.04,0,37,1
route_n1,stop_05,0,16.6,18.3,2,2,0.05,1,34,0
route_n7,stop_08,3,15.0,8.7,0,1,0.22,1,87,2
route_n9,stop_06,21,17.5,5.9,0,0,0.32,5,86,2
route_n7,stop_04,2,22.0,1.5,2,2,0.04,0,36,1
route_n9,stop_09,22,10.8,2.7,1,2,0.07,1,22,0
route_n4,stop_04,22,16.9,0.6,2,2,0.04,0,10,0
route_n12,stop_07,22,24.4,21.2,1,2,0.09,0,34,0
route_n9,stop_12,2,23.6,25.7,1,2,0.06,0,68,2
route_n1,stop_09,1,12.6,9.6,1,2,0.07,0,56,1
route_n7,stop_04,0,10.4,2.6,2,2,0.04,0,17,0
route_n4,stop_04,23,28.4,28.2,2,2,0.04,0,30,0
route_n1,stop_01,3,11.2,6.6,1,2,0.08,0,55,1
route_n4,stop_02,23,15.5,1.8,2,1,0.14,0,43,1
route_n12,stop_04,2,20.8,12.9,2,2,0.04,0,38,1
route_n7,stop_04,23,19.7,29.9,2,2,0.04,0,40,1
route_n7,stop_04,23,9.0,0.0,2,2,0.04,0,18,0
route_n12,stop_07,23,19.1,2.8,1,2,0.09,2,43,1
route_n7,stop_08,23,29.4,29.0,0,1,0.22,0,89,2
route_n9,stop_06,1,10.2,2.9,0,0,0.32,4,96,2
route_n4,stop_07,0,14.8,1.2,1,2,0.09,1,39,1
route_n1,stop_05,22,13.0,5.5,2,2,0.05,0,10,0
route_n12,stop_07,3,34.0,30.9,1,2,0.09,2,79,2
route_n9,stop_12,23,13.4,6.7,1,2,0.06,0,33,0
route_n1,stop_05,0,31.9,48.0,2,2,0.05,0,48,1
route_n1,stop_01,4,11.9,7.4,1,2,0.08,0,48,1
route_n12,stop_07,0,17.4,0.8,1,2,0.09,0,32,0
route_n9,stop_09,21,20.4,32.1,1,2,0.07,1,39,1
route_n1,stop_02,4,8.6,3.4,2,1,0.14,2,58,1
route_n1,stop_02,0,6.3,3.5,2,1,0.14,2,44,1
route_n9,stop_05,23,15.6,8.5,2,2,0.05,0,22,0
route_n7,stop_03,21,12.2,2.4,1,2,0.06,0,21,0
route_n1,stop_01,2,7.8,1.4,1,2,0.08,2,48,1
route_n4,stop_04,0,15.2,0.0,2,2,0.04,0,18,0
route_n9,stop_06,0,11.4,6.2,0,0,0.32,0,86,2
route_n1,stop_09,3,18.0,28.3,1,2,0.07,1,66,2
route_n12,stop_11,2,17.4,13.3,0,1,0.19,0,86,2
route_n4,stop_07,22,33.9,46.4,1,2,0.09,0,43,1
route_n1,stop_05,23,7.1,3.5,2,2,0.05,0,20,0
route_n4,stop_10,22,12.3,2.1,0,0,0.28,0,71,2
route_n4,stop_02,1,13.2,2.7,2,1,0.14,1,59,1
route_n7,stop_04,21,18.3,1.2,2,2,0.04,1,14,0
route_n4,stop_07,0,15.0,3.5,1,2,0.09,0,35,1
route_n7,stop_04,2,29.5,24.6,2,2,0.04,0,52,1
route_n9,stop_05,3,20.6,36.8,2,2,0.05,0,56,1
route_n7,stop_08,23,27.3,38.4,0,1,0.22,2,96,2
route_n12,stop_07,2,15.7,4.1,1,2,0.09,0,45,1
route_n1,stop_01,21,11.4,13.9,1,2,0.08,1,26,0
route_n9,stop_12,3,11.0,6.2,1,2,0.06,0,55,1
route_n9,stop_05,21,9.1,0.8,2,2,0.05,0,5,0
route_n12,stop_04,23,26.9,21.2,2,2,0.04,0,32,0
route_n7,stop_07,2,23.8,15.8,1,2,0.09,1,67,2
route_n1,stop_02,22,8.4,1.2,2,1,0.14,0,23,0
route_n7,stop_08,22,19.8,3.7,0,1,0.22,0,53,1
route_n4,stop_04,1,12.2,5.3,2,2,0.04,0,37,1
route_n7,stop_07,1,20.2,20.8,1,2,0.09,0,59,1
route_n9,stop_12,1,15.0,9.4,1,2,0.06,1,56,1
route_n1,stop_05,1,23.9,48.0,2,2,0.05,0,60,1
route_n7,stop_08,0,8.9,0.6,0,1,0.22,2,74,2
route_n1,stop_02,22,9.4,2.9,2,1,0.14,0,29,0
route_n1,stop_02,23,15.7,6.8,2,1,0.14,0,40,1
route_n4,stop_02,22,16.5,4.5,2,1,0.14,2,29,0
route_n4,stop_07,4,8.1,2.5,1,2,0.09,1,50,1
route_n9,stop_09,0,20.0,13.6,1,2,0.07,0,39,1
route_n12,stop_04,23,30.8,21.6,2,2,0.04,0,35,1
route_n1,stop_01,23,21.6,29.0,1,2,0.08,1,49,1
route_n12,stop_07,4,28.0,10.6,1,2,0.09,1,58,1
route_n9,stop_12,22,14.7,12.4,1,2,0.06,0,27,0
route_n1,stop_05,0,9.8,8.3,2,2,0.05,0,25,0
route_n1,stop_02,0,16.4,18.2,2,1,0.14,0,45,1
route_n12,stop_11,0,20.4,3.8,0,1,0.19,1,65,2
route_n7,stop_04,21,16.9,3.3,2,2,0.04,0,19,0
route_n4,stop_07,3,15.1,5.9,1,2,0.09,0,54,1
route_n7,stop_03,4,23.4,4.1,1,2,0.06,0,51,1
route_n12,stop_07,0,26.6,3.5,1,2,0.09,1,44,1
route_n4,stop_10,1,35.7,48.0,0,0,0.28,1,96,2
route_n7,stop_08,4,20.5,2.4,0,1,0.22,1,90,2
route_n4,stop_04,1,18.0,1.6,2,2,0.04,1,40,1
route_n1,stop_04,22,7.3,4.9,2,2,0.04,0,6,0
route_n7,stop_04,0,11.7,0.6,2,2,0.04,1,21,0
route_n4,stop_10,0,12.4,1.2,0,0,0.28,4,90,2
route_n4,stop_02,23,17.2,2.6,2,1,0.14,0,46,1
route_n4,stop_04,1,15.9,9.7,2,2,0.04,0,36,1
route_n7,stop_04,4,20.2,3.7,2,2,0.04,0,33,0
route_n9,stop_06,4,11.1,10.5,0,0,0.32,1,96,2
route_n7,stop_08,23,16.9,14.0,0,1,0.22,1,72,2
route_n12,stop_07,21,23.6,3.6,1,2,0.09,0,24,0
route_n7,stop_04,5,11.0,2.6,2,2,0.04,0,8,0
route_n4,stop_10,2,12.6,5.9,0,0,0.28,2,96,2
route_n1,stop_05,21,10.8,9.7,2,2,0.05,1,16,0
route_n7,stop_03,4,12.9,0.3,1,2,0.06,0,46,1
route_n7,stop_04,3,18.2,0.2,2,2,0.04,0,35,1
route_n4,stop_04,0,17.0,16.5,2,2,0.04,1,32,0
